X,Y,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid
114.1594767,22.4223801,,,,,W086,,,,,,,,,,,,,,,,,,
114.160942,22.4262818,,,,,W087,,,,,,,,,,,,,,,,,,
114.1619596,22.4294226,,,,,W088,,,,,,,,,,,,,,,,,,
114.1636611,22.433152,,,,,W089,,,,,,,,,,,,,,,,,,
114.1645811,22.4363007,,,,,W090,,,,,,,,,,,,,,,,,,
114.15938,22.4372076,,,,,W091,,,,,,,,,,,,,,,,,,
114.1561589,22.4372379,,,,,W092,,,,,,,,,,,,,,,,,,
114.1546508,22.4394606,,,,,W093,,,,,,,,,,,,,,,,,,
114.1514261,22.4415432,,,,,W094,,,,,,,,,,,,,,,,,,
114.14968,22.4447405,,,,,W095,,,,,,,,,,,,,,,,,,
114.153468,22.4465777,,,,,W096,,,,,,,,,,,,,,,,,,
114.1575224,22.4484785,,,,,W097,,,,,,,,,,,,,,,,,,
114.1562494,22.4527917,,,,,W098,,,,,,,,,,,,,,,,,,
114.15869,22.4559365,,,,,W099,,,,,,,,,,,,,,,,,,
114.1598051,22.4611937,,,,,W100,,,,,,,,,,,,,,,,,,
114.1628126,22.4629305,,,,,W101,,,,,,,,,,,,,,,,,,
114.1648053,22.4648284,,,,,W102,,,,,,,,,,,,,,,,,,
114.1686777,22.4718322,,,,,W104,,,,,,,,,,,,,,,,,,
114.1693458,22.475416,,,,,W105,,,,,,,,,,,,,,,,,,
114.1716845,22.4783145,,,,,W106,,,,,,,,,,,,,,,,,,
114.1723147,22.4818328,,,,,W107,,,,,,,,,,,,,,,,,,
114.1720144,22.4858498,,,,,W108,,,,,,,,,,,,,,,,,,
114.1741437,22.4890382,,,,,W109,,,,,,,,,,,,,,,,,,
114.1765216,22.4919642,,,,,W110,,,,,,,,,,,,,,,,,,
114.1788394,22.4918613,,,,,W111,,,,,,,,,,,,,,,,,,
114.1815685,22.4922471,,,,,W112,,,,,,,,,,,,,,,,,,
114.1834219,22.4903431,,,,,W113,,,,,,,,,,,,,,,,,,
114.1852055,22.4897694,,,,,W114,,,,,,,,,,,,,,,,,,
114.1886836,22.4922672,,,,,W115,,,,,,,,,,,,,,,,,,
114.1923871,22.494696,,,,,W116,,,,,,,,,,,,,,,,,,
114.1960851,22.4932106,,,,,W117,,,,,,,,,,,,,,,,,,
114.2006084,22.4929903,,,,,W118,,,,,,,,,,,,,,,,,,
114.204649,22.4910564,,,,,W119,,,,,,,,,,,,,,,,,,
114.209488,22.4902668,,,,,W120,,,,,,,,,,,,,,,,,,
114.2130446,22.4903971,,,,,W121,,,,,,,,,,,,,,,,,,
114.2160519,22.4902088,,,,,W122,,,,,,,,,,,,,,,,,,
114.221502,22.4881795,,,,,W123,,,,,,,,,,,,,,,,,,
114.2269699,22.4861784,,,,,W124,,,,,,,,,,,,,,,,,,
114.2317956,22.4854475,,,,,W125,,,,,,,,,,,,,,,,,,
114.2340255,22.4861973,,,,,W126,,,,,,,,,,,,,,,,,,
114.2339617,22.4901405,,,,,W127,,,,,,,,,,,,,,,,,,
114.2315779,22.4927951,,,,,W128,,,,,,,,,,,,,,,,,,
114.2296245,22.4959096,,,,,W129,,,,,,,,,,,,,,,,,,
114.2240235,22.4960957,,,,,W130,,,,,,,,,,,,,,,,,,
114.2265388,22.4985852,,,,,W131,,,,,,,,,,,,,,,,,,
114.2241278,22.502282,,,,,W132,,,,,,,,,,,,,,,,,,
114.219774,22.5040345,,,,,W133,,,,,,,,,,,,,,,,,,
114.21615,22.5094591,,,,,W134,,,,,,,,,,,,,,,,,,
114.214059,22.5113362,,,,,W135,,,,,,,,,,,,,,,,,,
114.209995,22.5122168,,,,,W136,,,,,,,,,,,,,,,,,,
114.2093195,22.5137694,,,,,W137,,,,,,,,,,,,,,,,,,
114.1677902,22.4679235,,,,,W103,,,,,,,,,,,,,,,,,,
